text,label,tokens
dukung masyarakat cilincing tunjuk percaya calon pimpin prabowo subianto,Ideologi,"['dukung', 'masyarakat', 'cilincing', 'tunjuk', 'percaya', 'calon', 'pimpin', 'prabowo', 'subianto']"
ganjarmahfud rencana konkret tingkat kualitas senjata tanah air,Pertahanan dan Keamanan,"['ganjarmahfud', 'rencana', 'konkret', 'tingkat', 'kualitas', 'senjata', 'tanah', 'air']"
kjp kjmu taman dllnya sudah disebutin yaa saya kasih tahu salah program anies yang guna banget warga sumur resap area rumah saya sudah sumur resap alhamdulillah ujan sudah tidak banjir,Sosial Budaya,"['kjp', 'kjmu', 'taman', 'dllnya', 'sudah', 'disebutin', 'yaa', 'saya', 'kasih', 'tahu', 'salah', 'program', 'anies', 'yang', 'guna', 'banget', 'warga', 'sumur', 'resap', 'area', 'rumah', 'saya', 'sudah', 'sumur', 'resap', 'alhamdulillah', 'ujan', 'sudah', 'tidak', 'banjir']"
paslon prabowo gibran dukung solid komunitas rawan dukung mantap dekade,Politik,"['paslon', 'prabowo', 'gibran', 'dukung', 'solid', 'komunitas', 'rawan', 'dukung', 'mantap', 'dekade']"
poin curah hati saya saya neng saya lepas buang benci yang kuasa saya pilih kepala daerah anda besok anies yang presiden saya sudah dukung hati yang tulus,Politik,"['poin', 'curah', 'hati', 'saya', 'saya', 'neng', 'saya', 'lepas', 'buang', 'benci', 'yang', 'kuasa', 'saya', 'pilih', 'kepala', 'daerah', 'anda', 'besok', 'anies', 'yang', 'presiden', 'saya', 'sudah', 'dukung', 'hati', 'yang', 'tulus']"
kalau anies presiden partai tidak dukung anies oposisi partai adil sejahtera tidak iya karena konsisten partai adil sejahtera oposisi oposisi luar perintah dalam perintah samasama hormat lho,Politik,"['kalau', 'anies', 'presiden', 'partai', 'tidak', 'dukung', 'anies', 'oposisi', 'partai', 'adil', 'sejahtera', 'tidak', 'iya', 'karena', 'konsisten', 'partai', 'adil', 'sejahtera', 'oposisi', 'oposisi', 'luar', 'perintah', 'dalam', 'perintah', 'samasama', 'hormat', 'lho']"
warga purwokerto ber desa desak anies anies pilih nomor berkalikali pilih yang rasional jepang ridho pasu kam presiden presiden grace,Politik,"['warga', 'purwokerto', 'ber', 'desa', 'desak', 'anies', 'anies', 'pilih', 'nomor', 'berkalikali', 'pilih', 'yang', 'rasional', 'jepang', 'ridho', 'pasu', 'kam', 'presiden', 'presiden', 'grace']"
kjp plus program kjp luncur kali gubernur daerah khusus ibukota jakarta joko widodo program lanjut gubernur basuki tjahaja purnama gubernur anies baswedan lanjut bagus pimpin gengsi,Politik,"['kjp', 'plus', 'program', 'kjp', 'luncur', 'kali', 'gubernur', 'daerah', 'khusus', 'ibukota', 'jakarta', 'joko', 'widodo', 'program', 'lanjut', 'gubernur', 'basuki', 'tjahaja', 'purnama', 'gubernur', 'anies', 'baswedan', 'lanjut', 'bagus', 'pimpin', 'gengsi']"
kapitalisme neoliberal tidak cocok indonesia prabowo kalimantan,Ideologi,"['kapitalisme', 'neoliberal', 'tidak', 'cocok', 'indonesia', 'prabowo', 'kalimantan']"
paslon tunggu sembilan bahan pokok amplop dukung anies bahkan bagi ribu nazar kemudi ojek nazar gratis antar anies menang tulus tular,Politik,"['paslon', 'tunggu', 'sembilan', 'bahan', 'pokok', 'amplop', 'dukung', 'anies', 'bahkan', 'bagi', 'ribu', 'nazar', 'kemudi', 'ojek', 'nazar', 'gratis', 'antar', 'anies', 'menang', 'tulus', 'tular']"
anies gedung islamic centre ciamis jawa barat kamis januari,Sosial Budaya,"['anies', 'gedung', 'islamic', 'centre', 'ciamis', 'jawa', 'barat', 'kamis', 'januari']"
kagum masbowogbran palingtepat ajak semangat muda cipta tingkat positif maju negara satu republik indonesia kitamuda pastikanmenang,Politik,"['kagum', 'masbowogbran', 'palingtepat', 'ajak', 'semangat', 'muda', 'cipta', 'tingkat', 'positif', 'maju', 'negara', 'satu', 'republik', 'indonesia', 'kitamuda', 'pastikanmenang']"
prabowo gibran nuansa politik consultative group on indonesia elemen kreatif,Politik,"['prabowo', 'gibran', 'nuansa', 'politik', 'consultative', 'group', 'on', 'indonesia', 'elemen', 'kreatif']"
prabowo menang hati rakyat tetapsabar ketikadiserang,Politik,"['prabowo', 'menang', 'hati', 'rakyat', 'tetapsabar', 'ketikadiserang']"
deklarasi cinta tanah air artifisial muka cinta sejati bukti dalam rekam jejak sejarah hidup anies presiden republik indonesia,Sosial Budaya,"['deklarasi', 'cinta', 'tanah', 'air', 'artifisial', 'muka', 'cinta', 'sejati', 'bukti', 'dalam', 'rekam', 'jejak', 'sejarah', 'hidup', 'anies', 'presiden', 'republik', 'indonesia']"
kampanye riau anies baswedan gelombang ubah,Politik,"['kampanye', 'riau', 'anies', 'baswedan', 'gelombang', 'ubah']"
korban rawat rumah sakit boyolali mari edukasi masyarakat dengan data fakta hakim republika indonesia negara tangan besi yang takut,Ideologi,"['korban', 'rawat', 'rumah', 'sakit', 'boyolali', 'mari', 'edukasi', 'masyarakat', 'dengan', 'data', 'fakta', 'hakim', 'republika', 'indonesia', 'negara', 'tangan', 'besi', 'yang', 'takut']"
pasang calon presiden calon wakil presiden republik indonesia nomor ganjar pranowo mahfud md ekonomi tumbuh capai pesat jnkd,Ekonomi,"['pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'republik', 'indonesia', 'nomor', 'ganjar', 'pranowo', 'mahfud', 'md', 'ekonomi', 'tumbuh', 'capai', 'pesat', 'jnkd']"
gagas anies baswedan film indonesia lokomotif maju industri kreatif indonesia kayak beliau program detail film,Sosial Budaya,"['gagas', 'anies', 'baswedan', 'film', 'indonesia', 'lokomotif', 'maju', 'industri', 'kreatif', 'indonesia', 'kayak', 'beliau', 'program', 'detail', 'film']"
mas dhani saja aku prabowo tinggal umat islam,Politik,"['mas', 'dhani', 'saja', 'aku', 'prabowo', 'tinggal', 'umat', 'islam']"
negara tokoh bangsa tahan konstitusi sesuai amanat citacita reformasi batas jabat presiden niscaya ganjar mahfud,Politik,"['negara', 'tokoh', 'bangsa', 'tahan', 'konstitusi', 'sesuai', 'amanat', 'citacita', 'reformasi', 'batas', 'jabat', 'presiden', 'niscaya', 'ganjar', 'mahfud']"
skor jelek aniesganjar dukung prabowo alir,Politik,"['skor', 'jelek', 'aniesganjar', 'dukung', 'prabowo', 'alir']"
pupuk limpah hasil tani pasang calon presiden calon wakil presiden ganjar pranowo mahfud md tingkat kuota pupuk tani,Ekonomi,"['pupuk', 'limpah', 'hasil', 'tani', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'mahfud', 'md', 'tingkat', 'kuota', 'pupuk', 'tani']"
wowo bebas rakyat geram bukti kejam wowo manusia ungkap masbowogbran pilihankita prabowo,Politik,"['wowo', 'bebas', 'rakyat', 'geram', 'bukti', 'kejam', 'wowo', 'manusia', 'ungkap', 'masbowogbran', 'pilihankita', 'prabowo']"
ganjar kayu ratus ribu hektare food estate janganjangan jual pabrik kertas silah mas,Politik,"['ganjar', 'kayu', 'ratus', 'ribu', 'hektare', 'food', 'estate', 'janganjangan', 'jual', 'pabrik', 'kertas', 'silah', 'mas']"
ganjar mahfud hebat febketps yespakbowo sama keluarga mahfud md cewek rminan pimpin transparan terbukaa andrejanuar gp presiden sptbnwo bersih kuatkankpk mahfud md,Politik,"['ganjar', 'mahfud', 'hebat', 'febketps', 'yespakbowo', 'sama', 'keluarga', 'mahfud', 'md', 'cewek', 'rminan', 'pimpin', 'transparan', 'terbukaa', 'andrejanuar', 'gp', 'presiden', 'sptbnwo', 'bersih', 'kuatkankpk', 'mahfud', 'md']"
ganjar pranowo calon presiden tulus tani tembakaudukungan kunci hasil produksi tembakau,Politik,"['ganjar', 'pranowo', 'calon', 'presiden', 'tulus', 'tani', 'tembakaudukungan', 'kunci', 'hasil', 'produksi', 'tembakau']"
prabowogibran hapus subsidi bahan bakar minyak liquefied petroleum gas gera mahasiswa nasional indonesia bangkrut umkm sengsara rakyat,Politik,"['prabowogibran', 'hapus', 'subsidi', 'bahan', 'bakar', 'minyak', 'liquefied', 'petroleum', 'gas', 'gera', 'mahasiswa', 'nasional', 'indonesia', 'bangkrut', 'umkm', 'sengsara', 'rakyat']"
negara banyak anak miskin yang bisa sekolah bisa makan jadi bantu roh tuan rumah bantu bisa lebih kapasita,Sosial Budaya,"['negara', 'banyak', 'anak', 'miskin', 'yang', 'bisa', 'sekolah', 'bisa', 'makan', 'jadi', 'bantu', 'roh', 'tuan', 'rumah', 'bantu', 'bisa', 'lebih', 'kapasita']"
momen capresku jenguk rawan ganjarmahfud korban aniaya oknum tentara nasional indonesia korban slamet andono cerita seret jalan raya bawa masuk markas batalyon situ pukul oknum tentara nasional indonesia miris,Pertahanan dan Keamanan,"['momen', 'capresku', 'jenguk', 'rawan', 'ganjarmahfud', 'korban', 'aniaya', 'oknum', 'tentara', 'nasional', 'indonesia', 'korban', 'slamet', 'andono', 'cerita', 'seret', 'jalan', 'raya', 'bawa', 'masuk', 'markas', 'batalyon', 'situ', 'pukul', 'oknum', 'tentara', 'nasional', 'indonesia', 'miris']"
ganjar mnangkan debat elegan debat malam ganjar lawan tidak bekutik istilahistilah rumit singkat aneh fakta tanda ganjar betulbetul paham bangsa baik jenguk medsos publik figur aktivis komedian applause sosok rambut putih tampil ganjar mikat tenang papar gagas inovasi beda kandidat sibuk pribadi salah gagas ganjar rebut perhati aman siber cegah jahat siber relevan hidup dunia internet jahat siber angka jahat siber curi data mengkawatirkan doxing malu korban tipu peras aman intansi lembaga negara kerap bobol gagas ganjar kuat badan siber sandi negara bssn ganjar tawar duta siber permasalahanpermasalahan diminimlisir debat malam matang ganjar gambar pimpin ideal pimpin lam hiruk pikuk kondisi amat tiga kandidat programprogram ganjar bukti butuh kembang digital internet gratis dar informasi tumbuh umkm digital tembus juta ekonomi digital niscaya bayang akses internet pondasi utama platform digital rata wilayahwilayah luar peluang ekonomi digital buka lebar komitmen pasang ganjarmahfud unggul debat menang hati rakyat masyarakat butuh pasti butuh pimpin cepat baik tatanan aman nyaman publik,Ideologi,"['ganjar', 'mnangkan', 'debat', 'elegan', 'debat', 'malam', 'ganjar', 'lawan', 'tidak', 'bekutik', 'istilahistilah', 'rumit', 'singkat', 'aneh', 'fakta', 'tanda', 'ganjar', 'betulbetul', 'paham', 'bangsa', 'baik', 'jenguk', 'medsos', 'publik', 'figur', 'aktivis', 'komedian', 'applause', 'sosok', 'rambut', 'putih', 'tampil', 'ganjar', 'mikat', 'tenang', 'papar', 'gagas', 'inovasi', 'beda', 'kandidat', 'sibuk', 'pribadi', 'salah', 'gagas', 'ganjar', 'rebut', 'perhati', 'aman', 'siber', 'cegah', 'jahat', 'siber', 'relevan', 'hidup', 'dunia', 'internet', 'jahat', 'siber', 'angka', 'jahat', 'siber', 'curi', 'data', 'mengkawatirkan', 'doxing', 'malu', 'korban', 'tipu', 'peras', 'aman', 'intansi', 'lembaga', 'negara', 'kerap', 'bobol', 'gagas', 'ganjar', 'kuat', 'badan', 'siber', 'sandi', 'negara', 'bssn', 'ganjar', 'tawar', 'duta', 'siber', 'permasalahanpermasalahan', 'diminimlisir', 'debat', 'malam', 'matang', 'ganjar', 'gambar', 'pimpin', 'ideal', 'pimpin', 'lam', 'hiruk', 'pikuk', 'kondisi', 'amat', 'tiga', 'kandidat', 'programprogram', 'ganjar', 'bukti', 'butuh', 'kembang', 'digital', 'internet', 'gratis', 'dar', 'informasi', 'tumbuh', 'umkm', 'digital', 'tembus', 'juta', 'ekonomi', 'digital', 'niscaya', 'bayang', 'akses', 'internet', 'pondasi', 'utama', 'platform', 'digital', 'rata', 'wilayahwilayah', 'luar', 'peluang', 'ekonomi', 'digital', 'buka', 'lebar', 'komitmen', 'pasang', 'ganjarmahfud', 'unggul', 'debat', 'menang', 'hati', 'rakyat', 'masyarakat', 'butuh', 'pasti', 'butuh', 'pimpin', 'cepat', 'baik', 'tatanan', 'aman', 'nyaman', 'publik']"
geser suara dukung jokowi prabowo prabowo subianto,Politik,"['geser', 'suara', 'dukung', 'jokowi', 'prabowo', 'prabowo', 'subianto']"
anies lactose intoleran yang alami banyak anak indonesia tambah lagi kalau stunting yang dibenerin gizi iya kandung pas anak sudah sekolah dasar,Sosial Budaya,"['anies', 'lactose', 'intoleran', 'yang', 'alami', 'banyak', 'anak', 'indonesia', 'tambah', 'lagi', 'kalau', 'stunting', 'yang', 'dibenerin', 'gizi', 'iya', 'kandung', 'pas', 'anak', 'sudah', 'sekolah', 'dasar']"
founder indonesia ajar kayak anies benar concern didik indonesia beliau hormat haru banget anakanak muda guru profesi milik orang yang komitmen dedikasi,Sosial Budaya,"['founder', 'indonesia', 'ajar', 'kayak', 'anies', 'benar', 'concern', 'didik', 'indonesia', 'beliau', 'hormat', 'haru', 'banget', 'anakanak', 'muda', 'guru', 'profesi', 'milik', 'orang', 'yang', 'komitmen', 'dedikasi']"
dwi tunggal sukarnohatta hadir mahfud md ganjar bentuk,Politik,"['dwi', 'tunggal', 'sukarnohatta', 'hadir', 'mahfud', 'md', 'ganjar', 'bentuk']"
trend pasang basis usiagenerasi oktober simulasi pasang prabowo gibran kuat gen anies muhaimin kuat millenials ganjar mahfud lemah,Demografi,"['trend', 'pasang', 'basis', 'usiagenerasi', 'oktober', 'simulasi', 'pasang', 'prabowo', 'gibran', 'kuat', 'gen', 'anies', 'muhaimin', 'kuat', 'millenials', 'ganjar', 'mahfud', 'lemah']"
sempat dua hidang ayam teriyaki wajan prabowo subianto,Politik,"['sempat', 'dua', 'hidang', 'ayam', 'teriyaki', 'wajan', 'prabowo', 'subianto']"
banget angkat tampil budaya indonesia buat bangga banget lho prabowo gibran,Sosial Budaya,"['banget', 'angkat', 'tampil', 'budaya', 'indonesia', 'buat', 'bangga', 'banget', 'lho', 'prabowo', 'gibran']"
ngajabarkeun abah anies bebas dapat hak kaya intelektual komitmen seni budaya ajar main teater,Sosial Budaya,"['ngajabarkeun', 'abah', 'anies', 'bebas', 'dapat', 'hak', 'kaya', 'intelektual', 'komitmen', 'seni', 'budaya', 'ajar', 'main', 'teater']"
bismillah tanggap anies baswedan kait isu koalisi anies ganjar focus pebruari menang akademi militer nasional anies agence madagascar de presse muhaimin abai yang,Politik,"['bismillah', 'tanggap', 'anies', 'baswedan', 'kait', 'isu', 'koalisi', 'anies', 'ganjar', 'focus', 'pebruari', 'menang', 'akademi', 'militer', 'nasional', 'anies', 'agence', 'madagascar', 'de', 'presse', 'muhaimin', 'abai', 'yang']"
detikdetik dukung wowo ngatain anies swear capresnya kasar gemoysian dukung kasar,Politik,"['detikdetik', 'dukung', 'wowo', 'ngatain', 'anies', 'swear', 'capresnya', 'kasar', 'gemoysian', 'dukung', 'kasar']"
kejut kerja pabrik rokok kudus jawa ramairamai dukung aniesmuhaimin,Politik,"['kejut', 'kerja', 'pabrik', 'rokok', 'kudus', 'jawa', 'ramairamai', 'dukung', 'aniesmuhaimin']"
minoritas aku gedeg dengan yang lalutapi sadar analis daerah khusus ibukota bawa pimpin anies libat kelompok islam yang alat kampanye anies buka ekstrem cont,Sosial Budaya,"['minoritas', 'aku', 'gedeg', 'dengan', 'yang', 'lalutapi', 'sadar', 'analis', 'daerah', 'khusus', 'ibukota', 'bawa', 'pimpin', 'anies', 'libat', 'kelompok', 'islam', 'yang', 'alat', 'kampanye', 'anies', 'buka', 'ekstrem', 'cont']"
ganjar presiden ganjar hapus hutang nelayan tani prabowo menang hutang negara pilih yang sappo,Politik,"['ganjar', 'presiden', 'ganjar', 'hapus', 'hutang', 'nelayan', 'tani', 'prabowo', 'menang', 'hutang', 'negara', 'pilih', 'yang', 'sappo']"
kapitalisme neoliberal tidak cocok indonesia prabowo kalimantan,Ideologi,"['kapitalisme', 'neoliberal', 'tidak', 'cocok', 'indonesia', 'prabowo', 'kalimantan']"
pasang calon presiden calon wakil presiden ganjar pranowo prof mahfud md md tuntasin regulasi hukum hambat investor masuk tanah air,Politik,"['pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'prof', 'mahfud', 'md', 'md', 'tuntasin', 'regulasi', 'hukum', 'hambat', 'investor', 'masuk', 'tanah', 'air']"
ehh ikan buntal keluarga tentara nasional indonesia anak buah prabowo anggota sgi dil prabowo tahu sgi ponakan aktif tugas batalyon infanteri rk atambua satu komputer ende keluarga pilih prabowo,Pertahanan dan Keamanan,"['ehh', 'ikan', 'buntal', 'keluarga', 'tentara', 'nasional', 'indonesia', 'anak', 'buah', 'prabowo', 'anggota', 'sgi', 'dil', 'prabowo', 'tahu', 'sgi', 'ponakan', 'aktif', 'tugas', 'batalyon', 'infanteri', 'rk', 'atambua', 'satu', 'komputer', 'ende', 'keluarga', 'pilih', 'prabowo']"
panen quote lihat video anies,Ekonomi,"['panen', 'quote', 'lihat', 'video', 'anies']"
hasil survei ipo selisih prabowogibran amin balik putar,Politik,"['hasil', 'survei', 'ipo', 'selisih', 'prabowogibran', 'amin', 'balik', 'putar']"
gila anies baswedan janji bangun pustaka taraf internasional ambon,Sosial Budaya,"['gila', 'anies', 'baswedan', 'janji', 'bangun', 'pustaka', 'taraf', 'internasional', 'ambon']"
bangga ganjar satu peduli guru ngaji,Politik,"['bangga', 'ganjar', 'satu', 'peduli', 'guru', 'ngaji']"
rawan ganjar cekok minum keras kasih amplop bentrok bas tentara nasional indonesia boyolali buktibuktinya,Pertahanan dan Keamanan,"['rawan', 'ganjar', 'cekok', 'minum', 'keras', 'kasih', 'amplop', 'bentrok', 'bas', 'tentara', 'nasional', 'indonesia', 'boyolali', 'buktibuktinya']"
ganjar mahfud serius dukung perempuan libat nyata program kartini maju,Politik,"['ganjar', 'mahfud', 'serius', 'dukung', 'perempuan', 'libat', 'nyata', 'program', 'kartini', 'maju']"
anies baswedan ancam demokrasi besar omonomon retorika,Politik,"['anies', 'baswedan', 'ancam', 'demokrasi', 'besar', 'omonomon', 'retorika']"
redefine common sense prabowo gibran dukung hasil definisi common sense versi yang aneh hasil wajar begitu parah yang aneh kalau taman ismail marzuki pas sadar kalau lahir yang buruk paling efektif oke definisi ulang pas recreate buruk trik tempel yang pas buruk lawan trik pamungkas gambar kutip asal josep goebbels menteri propaganda nazi impossible prove dengan sufficient repetition psychological understanding people concerned square circle mere words words belum molded clothe ideas disguise bahasa sederhana kelabuisebarkanrepeat tidak percaya contoh kritik putus mahkamah konstitusi anti generasi muda tidak move isu culi langgar ham bilang goreng tahun gesture provokatif gibran debat pilpres ungkap semangat nilai kerja menteri tahan hina yang hak nilai kerja menteri tahan orang yang kompeten aset tanah prabowo debat serang pribadi realisasi anggar belanja kemhan rahasia negara investor ikn rahasia negara gibran calon wakil presiden etika sungkem lepas debat tolak ikn javasentris tolak perata bangun food estate gunung mas proyek gagal gagal tanggung menteri tani tolak hilir nikel nasionalis kritik glorifikasi prabowo lepas kapal bantu manusia palestina kemhan anti manusia ndasmu bahasa yang kalau cermat poin sekolah dasar formula yang dikotomi hitam putih organisasi kerja seluruh indonesia kritik organisasi kerja seluruh indonesia beda dapat tuju langsung label anti lanjut anti bangun dan terus tementemen yang lahir formula soeharto represi lawan politik masyarakat jasa departemen terang yang tugas menteri propaganda nazi formula gaung ulang kali public figure masif sosial media portal berita media massa tambah bumbu nyata menteri anggota partai kabinet indonesia plus klarifikasi presiden simsalabim yang aneh wajar yang bahkan aneh kotak lingkar sesuai dengan kutip goebbels laku try methods diskusi argumen bicara sembarang banyak paham legal formal yang konsisten bebas dapat mutlak preseden putus haris fatia hukum yang pikir yang buruk henti paksa lanjut di jiwa nasionalis nilai mendukungtidak dukung program kerja paslon informasi publik hak warga negara ngrasa lelah lurus pola pikir bengkok tidak last least trust ur arguments dukung asli tidak percaya argumen tahu asli argumen bengkok mari bantu orangorang yang diri hadap langsung prabowo gibran dukung order henti rezim busuk kalau gerak,Ideologi,"['redefine', 'common', 'sense', 'prabowo', 'gibran', 'dukung', 'hasil', 'definisi', 'common', 'sense', 'versi', 'yang', 'aneh', 'hasil', 'wajar', 'begitu', 'parah', 'yang', 'aneh', 'kalau', 'taman', 'ismail', 'marzuki', 'pas', 'sadar', 'kalau', 'lahir', 'yang', 'buruk', 'paling', 'efektif', 'oke', 'definisi', 'ulang', 'pas', 'recreate', 'buruk', 'trik', 'tempel', 'yang', 'pas', 'buruk', 'lawan', 'trik', 'pamungkas', 'gambar', 'kutip', 'asal', 'josep', 'goebbels', 'menteri', 'propaganda', 'nazi', 'impossible', 'prove', 'dengan', 'sufficient', 'repetition', 'psychological', 'understanding', 'people', 'concerned', 'square', 'circle', 'mere', 'words', 'words', 'belum', 'molded', 'clothe', 'ideas', 'disguise', 'bahasa', 'sederhana', 'kelabuisebarkanrepeat', 'tidak', 'percaya', 'contoh', 'kritik', 'putus', 'mahkamah', 'konstitusi', 'anti', 'generasi', 'muda', 'tidak', 'move', 'isu', 'culi', 'langgar', 'ham', 'bilang', 'goreng', 'tahun', 'gesture', 'provokatif', 'gibran', 'debat', 'pilpres', 'ungkap', 'semangat', 'nilai', 'kerja', 'menteri', 'tahan', 'hina', 'yang', 'hak', 'nilai', 'kerja', 'menteri', 'tahan', 'orang', 'yang', 'kompeten', 'aset', 'tanah', 'prabowo', 'debat', 'serang', 'pribadi', 'realisasi', 'anggar', 'belanja', 'kemhan', 'rahasia', 'negara', 'investor', 'ikn', 'rahasia', 'negara', 'gibran', 'calon', 'wakil', 'presiden', 'etika', 'sungkem', 'lepas', 'debat', 'tolak', 'ikn', 'javasentris', 'tolak', 'perata', 'bangun', 'food', 'estate', 'gunung', 'mas', 'proyek', 'gagal', 'gagal', 'tanggung', 'menteri', 'tani', 'tolak', 'hilir', 'nikel', 'nasionalis', 'kritik', 'glorifikasi', 'prabowo', 'lepas', 'kapal', 'bantu', 'manusia', 'palestina', 'kemhan', 'anti', 'manusia', 'ndasmu', 'bahasa', 'yang', 'kalau', 'cermat', 'poin', 'sekolah', 'dasar', 'formula', 'yang', 'dikotomi', 'hitam', 'putih', 'organisasi', 'kerja', 'seluruh', 'indonesia', 'kritik', 'organisasi', 'kerja', 'seluruh', 'indonesia', 'beda', 'dapat', 'tuju', 'langsung', 'label', 'anti', 'lanjut', 'anti', 'bangun', 'dan', 'terus', 'tementemen', 'yang', 'lahir', 'formula', 'soeharto', 'represi', 'lawan', 'politik', 'masyarakat', 'jasa', 'departemen', 'terang', 'yang', 'tugas', 'menteri', 'propaganda', 'nazi', 'formula', 'gaung', 'ulang', 'kali', 'public', 'figure', 'masif', 'sosial', 'media', 'portal', 'berita', 'media', 'massa', 'tambah', 'bumbu', 'nyata', 'menteri', 'anggota', 'partai', 'kabinet', 'indonesia', 'plus', 'klarifikasi', 'presiden', 'simsalabim', 'yang', 'aneh', 'wajar', 'yang', 'bahkan', 'aneh', 'kotak', 'lingkar', 'sesuai', 'dengan', 'kutip', 'goebbels', 'laku', 'try', 'methods', 'diskusi', 'argumen', 'bicara', 'sembarang', 'banyak', 'paham', 'legal', 'formal', 'yang', 'konsisten', 'bebas', 'dapat', 'mutlak', 'preseden', 'putus', 'haris', 'fatia', 'hukum', 'yang', 'pikir', 'yang', 'buruk', 'henti', 'paksa', 'lanjut', 'di', 'jiwa', 'nasionalis', 'nilai', 'mendukungtidak', 'dukung', 'program', 'kerja', 'paslon', 'informasi', 'publik', 'hak', 'warga', 'negara', 'ngrasa', 'lelah', 'lurus', 'pola', 'pikir', 'bengkok', 'tidak', 'last', 'least', 'trust', 'ur', 'arguments', 'dukung', 'asli', 'tidak', 'percaya', 'argumen', 'tahu', 'asli', 'argumen', 'bengkok', 'mari', 'bantu', 'orangorang', 'yang', 'diri', 'hadap', 'langsung', 'prabowo', 'gibran', 'dukung', 'order', 'henti', 'rezim', 'busuk', 'kalau', 'gerak']"
optimisme pasang calon presiden calon wakil presiden ganjar pranowo mahfud md ajak koprasi umkm sukses kredit ayo,Politik,"['optimisme', 'pasang', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'ganjar', 'pranowo', 'mahfud', 'md', 'ajak', 'koprasi', 'umkm', 'sukses', 'kredit', 'ayo']"
debat calon presiden drone emprit anies sentimen positif tinggi prabowo sentimen negatif tinggi,Politik,"['debat', 'calon', 'presiden', 'drone', 'emprit', 'anies', 'sentimen', 'positif', 'tinggi', 'prabowo', 'sentimen', 'negatif', 'tinggi']"
sok hukum juru bicara prabowo hajar pakar hukum kdg sok dari pajak hukum orang ahli sih,Politik,"['sok', 'hukum', 'juru', 'bicara', 'prabowo', 'hajar', 'pakar', 'hukum', 'kdg', 'sok', 'dari', 'pajak', 'hukum', 'orang', 'ahli', 'sih']"
saya tidak habis pikir lihat orang pilih anies lihat bicara terus saja desak anies atau live tiktok tidak lihat untuk gubernur daerah khusus ibukota sblmnya seprti tidak lihat hasil banding janji untuk jakarta pimpin walk talk,Ekonomi,"['saya', 'tidak', 'habis', 'pikir', 'lihat', 'orang', 'pilih', 'anies', 'lihat', 'bicara', 'terus', 'saja', 'desak', 'anies', 'atau', 'live', 'tiktok', 'tidak', 'lihat', 'untuk', 'gubernur', 'daerah', 'khusus', 'ibukota', 'sblmnya', 'seprti', 'tidak', 'lihat', 'hasil', 'banding', 'janji', 'untuk', 'jakarta', 'pimpin', 'walk', 'talk']"
ganjarmahfud makmur tani,Ekonomi,"['ganjarmahfud', 'makmur', 'tani']"
ragu bimbang pilih calon presiden ganjar pranowo pimpin pilih umum mahfud bawa kuat berani,Politik,"['ragu', 'bimbang', 'pilih', 'calon', 'presiden', 'ganjar', 'pranowo', 'pimpin', 'pilih', 'umum', 'mahfud', 'bawa', 'kuat', 'berani']"
osco nilai jelas prabowo alat utama sistem senjata tentara nasional indonesia anies gagal paham,Politik,"['osco', 'nilai', 'jelas', 'prabowo', 'alat', 'utama', 'sistem', 'senjata', 'tentara', 'nasional', 'indonesia', 'anies', 'gagal', 'paham']"
sekretaris daerah periksa komisi berantas korupsi kait korupsi bansos komisi berantas korupsi langsung geledah kantor gubernur jawa timur khofifah tidak tunggu khofifah langsung dukung prabowogibran tebak dukung suka rela,Politik,"['sekretaris', 'daerah', 'periksa', 'komisi', 'berantas', 'korupsi', 'kait', 'korupsi', 'bansos', 'komisi', 'berantas', 'korupsi', 'langsung', 'geledah', 'kantor', 'gubernur', 'jawa', 'timur', 'khofifah', 'tidak', 'tunggu', 'khofifah', 'langsung', 'dukung', 'prabowogibran', 'tebak', 'dukung', 'suka', 'rela']"
histeris puluh ribu masyarakat minangkabau hadir kampanye akbar anies halaman gor agak gundul sedikit salim padang sumatera barat,Politik,"['histeris', 'puluh', 'ribu', 'masyarakat', 'minangkabau', 'hadir', 'kampanye', 'akbar', 'anies', 'halaman', 'gor', 'agak', 'gundul', 'sedikit', 'salim', 'padang', 'sumatera', 'barat']"
salahsatu alas prabowo lihat kosong ngang ngong banget debat tahun karena yha jokowi saja public speaking nya belepotan tahun anies yang struktur banget ganjar yang lugas luwes wowo banting,Politik,"['salahsatu', 'alas', 'prabowo', 'lihat', 'kosong', 'ngang', 'ngong', 'banget', 'debat', 'tahun', 'karena', 'yha', 'jokowi', 'saja', 'public', 'speaking', 'nya', 'belepotan', 'tahun', 'anies', 'yang', 'struktur', 'banget', 'ganjar', 'yang', 'lugas', 'luwes', 'wowo', 'banting']"
total anggar yang maksud prabowo anggar daerah khusus ibukota untuk atas polusi pasti tidak untuk yang oneng,Politik,"['total', 'anggar', 'yang', 'maksud', 'prabowo', 'anggar', 'daerah', 'khusus', 'ibukota', 'untuk', 'atas', 'polusi', 'pasti', 'tidak', 'untuk', 'yang', 'oneng']"
prabowo duga kafirr lohh dukung,Ideologi,"['prabowo', 'duga', 'kafirr', 'lohh', 'dukung']"
